Bus,Demand 1 (MW),Demand 2 (MW),Demand 3 (MW),Demand 4 (MW),Demand 5 (MW),Demand 6 (MW),Demand 7 (MW),Demand 8 (MW),Demand 9 (MW),Demand 10 (MW),Demand 11 (MW),Demand 12 (MW),Demand 13 (MW),Demand 14 (MW),Demand 15 (MW),Demand 16 (MW),Demand 17 (MW),Demand 18 (MW),Demand 19 (MW),Demand 20 (MW),Demand 21 (MW),Demand 22 (MW),Demand 23 (MW),Demand 24 (MW),Zone
1,24.92,23.43,22.31,21.94,21.94,22.31,27.52,31.98,35.33,35.70,35.70,35.33,35.33,35.33,34.59,34.96,36.82,37.19,37.19,35.70,33.84,30.87,27.15,23.43,1
2,25.28,23.77,22.64,22.26,22.26,22.64,27.92,32.45,35.84,36.22,36.22,35.84,35.84,35.84,35.09,35.47,37.35,37.73,37.73,36.22,34.34,31.32,27.54,23.77,1
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
5,0.48,0.45,0.43,0.43,0.43,0.43,0.53,0.62,0.69,0.69,0.69,0.69,0.69,0.69,0.67,0.68,0.71,0.72,0.72,0.69,0.66,0.60,0.53,0.45,1
6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
7,133.66,125.68,119.69,117.70,117.70,119.69,147.62,171.56,189.51,191.51,191.51,189.51,189.51,189.51,185.52,187.52,197.49,199.49,199.49,191.51,181.53,165.57,145.63,125.68,1
8,54.07,50.84,48.42,47.61,47.61,48.42,59.72,69.40,76.66,77.47,77.47,76.66,76.66,76.66,75.05,75.86,79.89,80.70,80.70,77.47,73.43,66.98,58.91,50.84,1
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
12,38.34,36.05,34.34,33.76,33.76,34.34,42.35,49.22,54.37,54.94,54.94,54.37,54.37,54.37,53.22,53.79,56.66,57.23,57.23,54.94,52.08,47.50,41.78,36.05,1
13,52.86,49.70,47.34,46.55,46.55,47.34,58.38,67.85,74.95,75.74,75.74,74.95,74.95,74.95,73.37,74.16,78.10,78.89,78.89,75.74,71.79,65.48,57.59,49.70,1
14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
17,10.89,10.24,9.75,9.59,9.59,9.75,12.02,13.97,15.44,15.60,15.60,15.44,15.44,15.44,15.11,15.27,16.09,16.25,16.25,15.60,14.79,13.49,11.86,10.24,1
18,145.15,136.48,129.98,127.82,127.82,129.98,160.31,186.31,205.81,207.97,207.97,205.81,205.81,205.81,201.47,203.64,214.47,216.64,216.64,207.97,197.14,179.81,158.15,136.48,1
19,42.33,39.81,37.91,37.28,37.28,37.91,46.76,54.34,60.03,60.66,60.66,60.03,60.03,60.03,58.76,59.40,62.55,63.19,63.19,60.66,57.50,52.44,46.13,39.81,1
20,54.43,51.18,48.74,47.93,47.93,48.74,60.12,69.87,77.18,77.99,77.99,77.18,77.18,77.18,75.55,76.37,80.43,81.24,81.24,77.99,73.93,67.43,59.30,51.18,1
21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
