Line,Source,Target,Reactance,Flow Limit (MW),Vulnerable?,Zone
1,754,1,0.01061500,99999,0,2
2,1102,2,0.01746200,540,0,1
3,50,3,0.00012500,737,0,2
4,1054,3,0.00187700,2487,1,2
5,2025,3,0.00323400,1841,1,2
6,49,3,0.00012500,737,0,2
7,1277,4,0.10052900,99999,1,2
8,1820,4,0.21138800,99999,1,2
9,1962,4,0.26757400,99999,1,2
10,1626,5,0.01975300,99999,0,2
11,1626,6,0.00444400,99999,0,2
12,225,7,0.04106700,446,1,1
13,1060,7,0.00436900,558,1,1
14,1266,8,0.13756600,99999,1,2
15,1460,8,0.08893900,99999,1,2
16,1460,8,0.08009600,99999,1,2
17,1627,11,0.03408900,99999,1,2
18,166,12,0.00201500,288,1,2
19,462,13,0.03399500,289,1,2
20,522,13,0.01983200,255,1,2
21,1152,12,0.03506000,288,1,2
22,1189,12,0.03286900,255,1,2
23,2107,13,0.00873100,99999,0,2
24,2157,12,0.00312100,99999,0,2
25,2451,13,0.01613800,288,1,2
26,168,14,0.00090700,1034,0,2
27,503,14,0.00672600,1786,1,2
28,977,14,0.00801200,2462,1,2
29,1385,14,0.00918000,1644,1,2
30,167,14,0.00074100,1095,0,2
31,977,14,0.00801900,2462,1,2
32,977,14,0.01312300,1433,1,2
33,188,15,0.00067200,331,0,1
34,1744,15,0.00008900,268,0,1
35,992,16,0.09095500,99999,0,2
36,555,17,0.18090200,99999,1,2
37,1057,17,0.18191000,99999,1,2
38,541,18,0.02862200,455,1,2
39,540,18,0.02858300,455,1,2
40,172,19,0.00051400,99999,0,1
41,1184,20,0.00215300,452,1,1
42,1505,20,0.00086900,481,1,1
43,2262,21,0.00252000,99999,0,2
44,1488,22,0.00083000,268,1,1
45,1549,22,0.00061200,268,1,1
46,65,23,0.01175300,424,1,1
47,2267,23,0.01161500,290,1,1
48,699,24,0.22675700,99999,0,2
49,1031,24,0.40529100,99999,1,2
50,1432,24,0.16156600,99999,1,2
51,992,25,0.11867000,99999,0,2
52,1264,25,0.13983400,99999,1,2
53,2006,25,0.16125000,99999,1,2
54,2281,25,0.01662900,99999,1,2
55,1634,26,0.00077000,379,0,1
56,1634,27,0.00077000,379,0,1
57,2267,28,0.00343700,290,1,1
58,2273,28,0.03687900,522,1,1
59,65,28,0.00345700,418,1,1
60,1358,29,0.01118000,304,1,1
61,1683,29,0.00312100,270,1,1
62,1058,30,0.03552500,99999,0,2
63,1800,31,0.00014400,701,0,1
64,1800,32,0.00016200,251,0,1
65,284,33,0.17309100,99999,1,2
66,343,33,0.06878300,99999,1,2
67,940,33,0.20282200,99999,1,2
68,1518,34,0.00116500,405,0,1
69,2265,35,0.13159500,99999,0,2
70,736,36,0.22474200,99999,0,2
71,765,36,0.08969500,99999,0,2
72,1591,36,0.25573200,99999,0,2
73,2409,36,0.00050400,99999,0,2
74,2266,37,0.00113600,99999,0,2
75,1626,38,0.13086400,99999,0,2
76,274,39,0.15744500,99999,1,2
77,1793,39,0.10304900,99999,0,2
78,2476,39,0.05240600,99999,1,2
79,967,40,0.02074100,99999,0,2
80,853,41,0.08289200,99999,1,2
81,1959,41,0.09869000,99999,1,2
82,752,42,0.03792600,492,1,1
83,2391,42,0.01165400,492,1,1
84,116,43,0.00946200,463,1,1
85,701,43,0.00693300,432,1,1
86,952,43,0.02873300,432,1,1
87,1538,43,0.01062700,481,1,1
88,1324,44,0.00353600,506,0,2
89,1324,44,0.00353600,506,0,2
90,268,45,0.11070800,99999,1,2
91,283,45,0.22559800,99999,1,2
92,325,45,0.08868700,99999,0,2
93,2292,45,0.08516000,99999,1,2
94,2294,45,0.06802700,99999,1,2
95,2103,45,0.15016400,99999,0,2
96,204,46,0.02038500,99999,1,2
97,2365,46,0.04886900,351,1,2
98,2395,46,0.01625700,311,1,2
99,306,47,0.16326500,99999,1,2
100,1956,47,0.37339400,99999,1,2
101,465,48,0.00341700,452,1,1
102,488,48,0.00719800,448,1,1
103,2314,48,0.00243600,348,0,1
104,465,48,0.00345700,356,1,1
105,488,48,0.00724900,540,1,1
106,2313,48,0.00246900,405,0,1
107,488,48,0.00726900,540,1,1
108,453,51,0.06827900,99999,0,2
109,2013,51,0.15041600,99999,0,2
110,453,51,0.06827900,99999,0,2
111,1907,52,0.24590600,99999,1,2
112,2479,52,0.08843500,99999,1,2
113,1205,53,0.08138100,99999,1,2
114,1881,53,0.04258000,99999,0,2
115,2331,53,0.02242400,99999,1,2
116,2480,54,0.03048600,99999,1,2
117,1205,54,0.08843500,99999,1,2
118,2330,54,0.02066000,99999,1,2
119,1317,55,0.01169400,467,1,2
120,1497,55,0.00713100,413,0,2
121,2023,55,0.00859300,541,1,2
122,2024,55,0.00859300,541,1,2
123,2024,55,0.00853300,541,1,2
124,334,56,0.00092800,99999,0,2
125,519,56,0.00159000,422,1,2
126,1782,56,0.00171100,385,1,2
127,1808,56,0.00335800,385,1,2
128,539,57,0.00104700,452,1,1
129,771,58,0.00047400,452,0,1
130,1488,57,0.00223200,452,1,1
131,264,59,0.10808800,99999,0,2
132,1343,59,0.15419500,99999,1,2
133,2001,60,0.10683600,99999,1,2
134,2288,60,0.02075600,99999,1,2
135,1325,61,0.00511800,389,1,1
136,1325,61,0.00523500,419,1,1
137,375,62,0.01946000,1579,1,1
138,753,63,0.00877000,321,1,1
139,1825,63,0.04318000,321,1,1
140,215,65,0.03245400,487,0,1
141,294,65,0.04274600,418,0,1
142,324,65,0.03124900,327,1,1
143,474,66,0.00765200,2487,1,1
144,1200,66,0.02163400,2487,1,1
145,1480,66,0.01430100,2487,1,1
146,2040,66,0.01531200,2487,1,1
147,474,66,0.00757600,2487,1,1
148,1200,66,0.02163300,2487,1,1
149,1480,66,0.01428700,2487,1,1
150,2039,66,0.01533900,2487,1,1
151,2040,66,0.01787400,1382,1,1
152,203,67,0.01159000,99999,0,2
153,69,68,0.02043400,99999,0,2
154,1886,69,0.19072800,99999,1,2
155,1999,70,0.29453300,99999,1,2
156,2078,69,0.14562900,99999,1,2
157,72,70,0.00031300,99999,1,2
158,881,71,0.00347700,254,0,1
