Unit,Min Power (MW),Max Power (MW),Ramp-Down Limit (MW),Ramp-Up Limit (MW),Shutdown Ramp Limit (MW),Startup Ramp Limit (MW),Initial State,Bus,Always On,Minimum Uptime (h),Minimum Downtime (h),Price Min Power ($),Price Segment 1 ($/MW),Price Segment 2 ($/MW),Price Segment 3 ($/MW),Offer Segment 1 (MW),Offer Segment 2 (MW),Offer Segment 3 (MW),Startup Cost ($)
1,140.00,200.00,140.00,140.00,140.00,140.00,1,17,0,1,1,9513.41,35.76,38.22,42.04,20.00,20.00,20.00,9000.00
2,140.00,200.00,140.00,140.00,140.00,140.00,1,18,0,4,4,10470.52,47.90,49.16,52.77,20.00,20.00,20.00,40800.00
3,290.00,370.00,259.00,259.00,259.00,259.00,1,26,0,1,1,18793.63,49.38,55.10,60.39,26.67,26.67,26.67,43900.00
4,290.00,360.00,252.00,252.00,252.00,252.00,1,26,0,4,4,18688.38,17.47,19.27,21.10,23.33,23.33,23.33,66800.00
5,290.00,360.00,252.00,252.00,252.00,252.00,1,27,0,1,1,26000.76,22.27,25.22,29.51,23.33,23.33,23.33,82500.00
6,290.00,370.00,259.00,259.00,259.00,259.00,1,27,0,4,4,24340.88,31.04,32.83,37.38,26.67,26.67,26.67,84300.00
7,290.00,370.00,259.00,259.00,259.00,259.00,1,27,0,1,1,20569.43,46.77,52.72,56.82,26.67,26.67,26.67,63500.00
8,290.00,370.00,259.00,259.00,259.00,259.00,1,28,0,1,1,21117.06,40.37,46.49,50.16,26.67,26.67,26.67,44200.00
9,290.00,370.00,259.00,259.00,259.00,259.00,1,28,0,4,4,22530.17,40.87,44.71,48.91,26.67,26.67,26.67,77500.00
10,290.00,370.00,259.00,259.00,259.00,259.00,1,28,0,4,4,23914.66,39.53,42.55,49.39,26.67,26.67,26.67,88200.00
11,290.00,370.00,259.00,259.00,259.00,259.00,1,29,0,4,4,23220.85,49.27,55.03,62.02,26.67,26.67,26.67,108400.00
12,290.00,370.00,259.00,259.00,259.00,259.00,1,29,0,4,4,16540.96,44.82,48.57,56.67,26.67,26.67,26.67,48800.00
13,290.00,370.00,259.00,259.00,259.00,259.00,1,29,0,1,1,21097.48,31.33,33.95,38.61,26.67,26.67,26.67,38700.00
14,135.00,215.00,150.50,150.50,150.50,150.50,1,43,0,4,4,9759.03,44.94,50.03,56.41,26.67,26.67,26.67,26000.00
15,135.00,247.80,173.46,173.46,173.46,173.46,0,43,0,2,2,11276.44,38.45,42.64,46.35,37.60,37.60,37.60,36500.00
16,135.00,247.80,173.46,173.46,173.46,173.46,1,43,0,4,4,10646.68,53.97,59.62,72.04,37.60,37.60,37.60,39400.00
17,135.00,225.00,157.50,157.50,157.50,157.50,1,44,0,4,4,6747.79,55.07,61.77,69.12,30.00,30.00,30.00,27300.00
18,135.00,225.00,157.50,157.50,157.50,157.50,1,44,0,2,2,8948.01,28.21,31.00,34.41,30.00,30.00,30.00,13800.00
19,135.00,225.00,157.50,157.50,157.50,157.50,0,44,0,2,2,11703.18,44.43,48.08,57.16,30.00,30.00,30.00,38000.00
20,350.00,500.00,350.00,350.00,350.00,350.00,0,45,0,2,2,22965.01,53.96,59.22,66.29,50.00,50.00,50.00,79100.00
21,350.00,500.00,350.00,350.00,350.00,350.00,1,45,0,2,2,22610.90,34.70,37.18,43.35,50.00,50.00,50.00,36200.00
22,130.00,225.00,157.50,157.50,157.50,157.50,1,55,0,2,2,9720.08,47.87,52.06,62.05,31.67,31.67,31.67,34400.00
23,130.00,225.00,157.50,157.50,157.50,157.50,1,56,0,2,2,13323.63,42.49,46.33,50.88,31.67,31.67,31.67,47800.00
24,130.00,225.00,157.50,157.50,157.50,157.50,1,56,0,1,1,7772.40,47.43,51.61,60.47,31.67,31.67,31.67,12000.00
25,130.00,225.00,157.50,157.50,157.50,157.50,1,57,0,2,2,8349.79,52.68,58.12,60.41,31.67,31.67,31.67,19100.00
26,130.00,225.00,157.50,157.50,157.50,157.50,0,58,0,4,4,9261.36,53.02,58.53,69.53,31.67,31.67,31.67,24900.00
27,130.00,225.00,157.50,157.50,157.50,157.50,1,58,0,1,1,9493.40,37.28,41.42,48.78,31.67,31.67,31.67,28000.00
28,130.00,225.00,157.50,157.50,157.50,157.50,1,58,0,2,2,9780.90,39.48,43.55,50.82,31.67,31.67,31.67,15800.00
29,78.50,78.50,54.95,54.95,54.95,54.95,1,59,0,4,4,5495.74,35.32,39.07,43.59,0.00,0.00,0.00,18000.00
30,140.00,225.00,157.50,157.50,157.50,157.50,1,78,0,1,1,11681.33,29.59,31.85,35.33,28.33,28.33,28.33,41200.00
31,140.00,225.00,157.50,157.50,157.50,157.50,1,78,0,4,4,8801.04,44.26,49.79,56.43,28.33,28.33,28.33,15400.00
