Line,Source,Target,Reactance,Flow Limit (MW),Vulnerable?,Zone
1,4664,1,0.01048200,99999,0,1
2,5270,1,0.02567900,99999,0,1
3,1689,2,0.01061500,99999,0,2
4,1680,3,0.30939800,99999,1,1
5,2311,3,0.13328300,99999,1,1
6,696,4,0.10913600,99999,1,1
7,3959,4,0.12691400,99999,1,1
8,5070,4,0.09740700,99999,1,1
9,4434,5,0.11363100,99999,0,2
10,2787,6,0.02091200,99999,0,2
11,2788,7,0.03209900,99999,0,2
12,2476,8,0.01746200,540,0,1
13,473,9,0.14258000,99999,0,1
14,11,10,0.00123500,99999,0,1
15,11,10,0.00123500,99999,0,1
16,30,11,0.10098800,99999,1,1
17,2943,11,0.09617300,99999,1,1
18,2189,12,0.06072100,99999,1,1
19,4037,12,0.12113900,99999,1,1
20,4039,12,0.00044200,99999,0,1
21,115,13,0.00012500,737,0,2
22,2345,13,0.00187700,2487,1,2
23,4594,13,0.00323400,1841,1,2
24,116,13,0.00012500,737,0,2
25,1229,14,0.13419800,99999,1,2
26,2885,14,0.05234600,99999,1,2
27,4612,14,0.04543200,99999,1,2
28,4973,14,0.15422200,99999,1,2
29,5256,14,0.11098800,99999,1,2
30,2885,14,0.05259300,99999,1,2
31,4612,14,0.04493800,99999,1,2
32,2919,15,0.10052900,99999,1,2
33,4148,15,0.21138800,99999,1,2
34,4474,15,0.26757400,99999,1,2
35,252,16,0.19148400,99999,1,2
36,340,16,0.28495800,99999,1,2
37,5862,17,0.06111100,99999,0,2
38,3745,18,0.01975300,99999,0,1
39,5118,19,0.00050400,99999,0,2
40,3745,20,0.00444400,99999,0,1
41,1359,21,0.09901200,99999,1,2
42,1605,21,0.08913600,99999,1,2
43,1849,22,0.35147400,99999,1,1
44,5047,22,0.21045600,99999,1,1
45,1161,23,0.11715800,99999,1,1
46,2711,23,0.12093700,99999,1,1
47,3441,23,0.06248400,99999,0,1
48,145,24,0.16716000,99999,1,1
49,1287,24,0.12848100,99999,1,1
50,493,25,0.02963000,99999,1,1
51,2101,25,0.04463000,99999,1,1
52,613,26,0.14580200,99999,1,2
53,1872,26,0.00975300,99999,0,2
54,2612,26,0.13370400,99999,1,2
55,2936,26,0.12654300,99999,0,2
56,3355,26,0.12592600,99999,1,2
57,4649,26,0.13675300,99999,1,2
58,2936,26,0.12098800,99999,0,2
59,536,27,0.04106700,446,1,2
60,2358,27,0.00436900,558,1,2
61,2692,28,0.13192200,99999,1,1
62,3911,28,0.14900500,99999,1,1
63,2898,29,0.13756600,99999,1,2
64,3337,29,0.08893900,99999,1,2
65,3337,29,0.08009600,99999,1,2
66,145,30,0.18777800,99999,1,1
67,1559,30,0.13370400,99999,1,1
68,4858,30,0.10604900,99999,1,1
69,151,31,0.03875000,99999,0,1
70,3178,31,0.00031300,99999,0,1
71,3710,31,0.09423000,99999,1,1
72,4760,31,0.02821900,99999,1,1
73,151,31,0.03754100,99999,0,1
74,3747,32,0.03408900,99999,1,1
75,369,34,0.00201500,99999,1,1
76,1020,33,0.03399500,99999,1,1
77,1162,33,0.01983200,99999,1,1
78,2590,34,0.03506000,99999,1,1
79,2712,34,0.03286900,99999,1,1
80,4765,33,0.00873100,99999,0,1
81,4875,34,0.00312100,99999,1,1
82,5697,33,0.01613800,99999,1,1
83,371,35,0.00090700,1034,0,1
84,1114,35,0.00672600,1786,1,1
85,2158,35,0.00801200,2462,1,1
86,3151,35,0.00918000,1644,1,1
87,370,36,0.00074100,1095,0,1
88,2158,35,0.00801900,2462,1,1
89,2158,36,0.01312300,1433,1,1
90,5255,37,0.12068500,99999,1,2
91,5541,37,0.08440400,99999,1,2
92,726,38,0.00655100,99999,0,1
93,1233,39,0.04222200,99999,0,2
94,5836,39,0.06308600,99999,0,2
95,1233,39,0.04222200,99999,0,2
96,2259,40,0.14259300,99999,1,2
97,4612,40,0.10901200,99999,1,2
98,432,41,0.00067200,99999,0,1
99,3973,41,0.00008900,99999,0,1
100,1488,42,0.02006300,99999,1,1
101,2773,42,0.00881800,99999,1,1
102,2732,43,0.00629600,99999,0,1
103,3504,44,0.13701200,99999,1,2
104,4344,44,0.19450700,99999,1,2
105,5121,45,0.00074100,99999,0,2
106,1089,46,0.13403900,99999,1,1
107,2202,46,0.09095500,99999,1,1
108,3321,46,0.12344200,99999,0,1
109,1089,47,0.11816600,99999,0,1
110,5389,48,0.05703700,99999,0,1
111,1227,49,0.18090200,99999,1,2
112,2353,49,0.18191000,99999,1,2
113,473,50,0.10453500,99999,0,1
114,1683,50,0.17142900,99999,0,1
