Unit,Min Power (MW),Max Power (MW),Ramp-Down Limit (MW),Ramp-Up Limit (MW),Shutdown Ramp Limit (MW),Startup Ramp Limit (MW),Initial State,Bus,Always On,Minimum Uptime (h),Minimum Downtime (h),Price Min Power ($),Price Segment 1 ($/MW),Price Segment 2 ($/MW),Price Segment 3 ($/MW),Offer Segment 1 (MW),Offer Segment 2 (MW),Offer Segment 3 (MW),Startup Cost ($)
1,0.00,12.00,8.40,8.40,8.40,8.40,0,4,0,1,1,0.00,34.09,36.80,42.16,4.00,4.00,4.00,0.00
2,0.00,10.00,7.00,7.00,7.00,7.00,0,4,0,1,1,0.00,36.76,40.48,47.77,3.33,3.33,3.33,0.00
3,0.00,9.10,6.37,6.37,6.37,6.37,0,5,0,2,2,0.00,41.32,47.47,51.69,3.03,3.03,3.03,0.00
4,0.00,28.00,19.60,19.60,19.60,19.60,0,11,0,1,1,0.00,40.98,48.42,55.72,9.33,9.33,9.33,0.00
5,0.00,18.00,12.60,12.60,12.60,12.60,0,11,0,1,1,0.00,52.44,58.95,67.73,6.00,6.00,6.00,0.00
6,0.00,8.20,5.74,5.74,5.74,5.74,0,17,0,2,2,0.00,39.51,44.65,49.51,2.73,2.73,2.73,0.00
7,0.00,1.20,0.84,0.84,0.84,0.84,0,19,0,1,1,0.00,29.08,30.64,34.73,0.40,0.40,0.40,0.00
8,0.00,10.00,7.00,7.00,7.00,7.00,0,22,0,2,2,0.00,32.62,37.84,41.64,3.33,3.33,3.33,0.00
9,0.00,16.10,11.27,11.27,11.27,11.27,0,24,0,2,2,0.00,41.16,46.14,50.25,5.37,5.37,5.37,0.00
10,0.00,35.50,24.85,24.85,24.85,24.85,0,24,0,2,2,0.00,40.16,43.42,50.41,11.83,11.83,11.83,0.00
11,0.00,36.00,25.20,25.20,25.20,25.20,0,25,0,2,2,0.00,27.57,28.27,33.13,12.00,12.00,12.00,0.00
12,0.00,27.20,19.04,19.04,19.04,19.04,0,25,0,4,4,0.00,20.31,21.68,25.30,9.07,9.07,9.07,0.00
13,0.00,8.00,5.60,5.60,5.60,5.60,0,40,0,1,1,0.00,28.59,30.24,31.90,2.67,2.67,2.67,0.00
14,0.00,16.00,11.20,11.20,11.20,11.20,0,47,0,1,1,0.00,44.06,51.36,54.46,5.33,5.33,5.33,0.00
15,0.00,16.00,11.20,11.20,11.20,11.20,0,47,0,1,1,0.00,34.79,37.90,44.02,5.33,5.33,5.33,0.00
16,0.00,23.00,16.10,16.10,16.10,16.10,0,48,0,1,1,0.00,31.87,34.01,37.58,7.67,7.67,7.67,0.00
17,0.00,24.00,16.80,16.80,16.80,16.80,0,48,0,2,2,0.00,35.39,38.92,41.69,8.00,8.00,8.00,0.00
18,0.00,13.00,9.10,9.10,9.10,9.10,0,57,0,2,2,0.00,51.60,56.12,63.11,4.33,4.33,4.33,0.00
19,0.00,24.00,16.80,16.80,16.80,16.80,0,64,0,1,1,0.00,36.92,41.50,49.61,8.00,8.00,8.00,0.00
20,0.00,27.60,19.32,19.32,19.32,19.32,0,64,0,1,1,0.00,46.69,50.54,60.22,9.20,9.20,9.20,0.00
21,0.00,30.04,21.03,21.03,21.03,21.03,1,69,0,2,2,0.00,43.97,50.22,58.16,10.01,10.01,10.01,0.00
22,0.00,23.00,16.10,16.10,16.10,16.10,0,70,0,2,2,0.00,46.13,49.67,60.50,7.67,7.67,7.67,0.00
