Bus,Demand 1 (MW),Demand 2 (MW),Demand 3 (MW),Demand 4 (MW),Demand 5 (MW),Demand 6 (MW),Demand 7 (MW),Demand 8 (MW),Demand 9 (MW),Demand 10 (MW),Demand 11 (MW),Demand 12 (MW),Demand 13 (MW),Demand 14 (MW),Demand 15 (MW),Demand 16 (MW),Demand 17 (MW),Demand 18 (MW),Demand 19 (MW),Demand 20 (MW),Demand 21 (MW),Demand 22 (MW),Demand 23 (MW),Demand 24 (MW),Zone
1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
2,46.18210233,43.42496189,41.35710656,40.66782145,40.66782145,41.35710656,51.00709809,59.27851941,65.48208539,66.17137050,66.17137050,65.48208539,65.48208539,65.48208539,64.10351517,64.79280028,68.23922583,68.92851094,68.92851094,66.17137050,62.72494495,57.21066408,50.31781299,43.42496189,1
3,5.10769795,4.80276076,4.57405787,4.49782357,4.49782357,4.57405787,5.64133804,6.55614961,7.24225829,7.31849259,7.31849259,7.24225829,7.24225829,7.24225829,7.08978970,7.16602399,7.54719548,7.62342978,7.62342978,7.31849259,6.93732110,6.32744672,5.56510374,4.80276076,1
4,16.17437685,15.20874241,14.48451658,14.24310797,14.24310797,14.48451658,17.86423712,20.76114044,22.93381793,23.17522653,23.17522653,22.93381793,22.93381793,22.93381793,22.45100071,22.69240932,23.89945236,24.14086097,24.14086097,23.17522653,21.96818349,20.03691461,17.62282851,15.20874241,1
5,200.47714467,188.50835992,179.53177135,176.53957516,176.53957516,179.53177135,221.42251800,257.32887227,284.25863797,287.25083416,287.25083416,284.25863797,284.25863797,284.25863797,278.27424559,281.26644178,296.22742272,299.21961891,299.21961891,287.25083416,272.28985321,248.35228370,218.43032181,188.50835992,1
6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
7,48.52313056,45.62622724,43.45354975,42.72932392,42.72932392,43.45354975,53.59271136,62.28342131,68.80145378,69.52567960,69.52567960,68.80145378,68.80145378,68.80145378,67.35300212,68.07722795,71.69835709,72.42258292,72.42258292,69.52567960,65.90455046,60.11074382,52.86848553,45.62622724,1
8,63.84622442,60.03450953,57.17572336,56.22279464,56.22279464,57.17572336,70.51672548,81.95187015,90.52822865,91.48115737,91.48115737,90.52822865,90.52822865,90.52822865,88.62237121,89.57529993,94.33994354,95.29287227,95.29287227,91.48115737,86.71651376,79.09308398,69.56379675,60.03450953,1
9,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
10,12.34360339,11.60667184,11.05397318,10.86974030,10.86974030,11.05397318,13.63323359,15.84402823,17.50212421,17.68635709,17.68635709,17.50212421,17.50212421,17.50212421,17.13365843,17.31789132,18.23905575,18.42328864,18.42328864,17.68635709,16.76519266,15.29132957,13.44900071,11.60667184,1
11,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
12,23.83592378,22.41288356,21.34560339,20.98984333,20.98984333,21.34560339,26.32624418,30.59536486,33.79720536,34.15296542,34.15296542,33.79720536,33.79720536,33.79720536,33.08568525,33.44144531,35.22024559,35.57600565,35.57600565,34.15296542,32.37416514,29.52808469,25.97048412,22.41288356,1
