Bus,Demand 1 (MW),Demand 2 (MW),Demand 3 (MW),Demand 4 (MW),Demand 5 (MW),Demand 6 (MW),Demand 7 (MW),Demand 8 (MW),Demand 9 (MW),Demand 10 (MW),Demand 11 (MW),Demand 12 (MW),Demand 13 (MW),Demand 14 (MW),Demand 15 (MW),Demand 16 (MW),Demand 17 (MW),Demand 18 (MW),Demand 19 (MW),Demand 20 (MW),Demand 21 (MW),Demand 22 (MW),Demand 23 (MW),Demand 24 (MW),Zone
1,58.21168692,54.73636233,52.12986888,51.26103774,51.26103774,52.12986888,64.29350496,74.71947873,82.53895907,83.40779021,83.40779021,82.53895907,82.53895907,82.53895907,80.80129677,81.67012792,86.01428366,86.88311481,86.88311481,83.40779021,79.06363447,72.11298529,63.42467381,54.73636233,1
2,3.17518292,2.98561976,2.84344739,2.79605660,2.79605660,2.84344739,3.50691845,4.07560793,4.50212504,4.54951583,4.54951583,4.50212504,4.50212504,4.50212504,4.40734346,4.45473425,4.69168820,4.73907899,4.73907899,4.54951583,4.31256188,3.93343556,3.45952766,2.98561976,1
3,43.39416661,40.80347010,38.86044771,38.21277358,38.21277358,38.86044771,47.92788551,55.69997506,61.52904221,62.17671634,62.17671634,61.52904221,61.52904221,61.52904221,60.23369396,60.88136808,64.11973873,64.76741286,64.76741286,62.17671634,58.93834570,53.75695267,47.28021138,40.80347010,1
4,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
5,13.75912600,12.93768564,12.32160537,12.11624528,12.11624528,12.32160537,15.19664663,17.66096770,19.50920851,19.71456860,19.71456860,19.50920851,19.50920851,19.50920851,19.09848833,19.30384842,20.33064886,20.53600895,20.53600895,19.71456860,18.68776815,17.04488743,14.99128654,12.93768564,1
6,79.37957307,74.64049408,71.08618484,69.90141509,69.90141509,71.08618484,87.67296130,101.89019827,112.55312600,113.73789575,113.73789575,112.55312600,112.55312600,112.55312600,110.18358650,111.36835625,117.29220499,118.47697474,118.47697474,113.73789575,107.81404701,98.33588903,86.48819156,74.64049408,1
7,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
8,158.75914615,149.28098817,142.17236968,139.80283019,139.80283019,142.17236968,175.34592261,203.78039655,225.10625200,227.47579149,227.47579149,225.10625200,225.10625200,225.10625200,220.36717301,222.73671250,234.58440998,236.95394947,236.95394947,227.47579149,215.62809402,196.67177806,172.97638311,149.28098817,1
9,128.06571122,120.41999712,114.68571154,112.77428302,112.77428302,114.68571154,141.44571091,164.38285321,181.58570995,183.49713847,183.49713847,181.58570995,181.58570995,181.58570995,177.76285289,179.67428142,189.23142405,191.14285257,191.14285257,183.49713847,173.93999584,158.64856764,139.53428238,120.41999712,1
10,5.29197154,4.97603294,4.73907899,4.66009434,4.66009434,4.73907899,5.84486409,6.79267988,7.50354173,7.58252638,7.58252638,7.50354173,7.50354173,7.50354173,7.34557243,7.42455708,7.81948033,7.89846498,7.89846498,7.58252638,7.18760313,6.55572594,5.76587944,4.97603294,1
11,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
12,399.01465398,375.19288359,357.32655580,351.37111321,351.37111321,357.32655580,440.70275216,512.16806332,565.76704669,571.72248929,571.72248929,565.76704669,565.76704669,565.76704669,553.85616150,559.81160409,589.58881708,595.54425967,595.54425967,571.72248929,541.94527630,494.30173553,434.74730956,375.19288359,1
13,19.05109754,17.91371858,17.06068436,16.77633962,16.77633962,17.06068436,21.04151071,24.45364759,27.01275024,27.29709498,27.29709498,27.01275024,27.01275024,27.01275024,26.44406076,26.72840550,28.15012920,28.43447394,28.43447394,27.29709498,25.87537128,23.60061337,20.75716597,17.91371858,1
14,11.11314023,10.44966917,9.95206588,9.78619811,9.78619811,9.95206588,12.27421458,14.26462776,15.75743764,15.92330540,15.92330540,15.75743764,15.75743764,15.75743764,15.42570211,15.59156988,16.42090870,16.58677646,16.58677646,15.92330540,15.09396658,13.76702446,12.10834682,10.44966917,1
15,23.28467477,21.89454493,20.85194755,20.50441509,20.50441509,20.85194755,25.71740198,29.88779149,33.01558363,33.36311609,33.36311609,33.01558363,33.01558363,33.01558363,32.32051871,32.66805117,34.40571346,34.75324592,34.75324592,33.36311609,31.62545379,28.84519412,25.36986952,21.89454493,1
16,45.51095523,42.79388327,40.75607931,40.07681132,40.07681132,40.75607931,50.26583115,58.41704701,64.53045891,65.20972689,65.20972689,64.53045891,64.53045891,64.53045891,63.17192293,63.85119092,67.24753086,67.92679885,67.92679885,65.20972689,61.81338695,56.37924304,49.58656316,42.79388327,1
17,44.45256092,41.79867669,39.80826351,39.14479245,39.14479245,39.80826351,49.09685833,57.05851103,63.02975056,63.69322162,63.69322162,63.02975056,63.02975056,63.02975056,61.70280844,62.36627950,65.68363479,66.34710585,66.34710585,63.69322162,60.37586633,55.06809786,48.43338727,41.79867669,1
18,28.78832517,27.06961919,25.78058970,25.35091321,25.35091321,25.78058970,31.79606063,36.95217857,40.81926703,41.24894352,41.24894352,40.81926703,40.81926703,40.81926703,39.95991404,40.38959053,42.53797301,42.96764950,42.96764950,41.24894352,39.10056105,35.66314909,31.36638414,27.06961919,1
19,3.49270122,3.28418174,3.12779213,3.07566226,3.07566226,3.12779213,3.85761030,4.48316872,4.95233754,5.00446741,5.00446741,4.95233754,4.95233754,4.95233754,4.84807781,4.90020768,5.16085702,5.21298689,5.21298689,5.00446741,4.74381807,4.32677912,3.80548043,3.28418174,1
20,2.43430691,2.28897515,2.17997634,2.14364340,2.14364340,2.17997634,2.68863748,3.12463275,3.45162920,3.48796214,3.48796214,3.45162920,3.45162920,3.45162920,3.37896332,3.41529626,3.59696095,3.63329389,3.63329389,3.48796214,3.30629744,3.01563393,2.65230454,2.28897515,1
21,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
22,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
23,6.66788414,6.26980150,5.97123953,5.87171887,5.87171887,5.97123953,7.36452875,8.55877665,9.45446258,9.55398324,9.55398324,9.45446258,9.45446258,9.45446258,9.25542127,9.35494193,9.85254522,9.95206588,9.95206588,9.55398324,9.05637995,8.26021468,7.26500809,6.26980150,1
24,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
25,6.66788414,6.26980150,5.97123953,5.87171887,5.87171887,5.97123953,7.36452875,8.55877665,9.45446258,9.55398324,9.55398324,9.45446258,9.45446258,9.45446258,9.25542127,9.35494193,9.85254522,9.95206588,9.95206588,9.55398324,9.05637995,8.26021468,7.26500809,6.26980150,1
26,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
27,9.84306706,9.25542127,8.81468692,8.66777547,8.66777547,8.81468692,10.87144720,12.63438459,13.95658762,14.10349907,14.10349907,13.95658762,13.95658762,13.95658762,13.66276473,13.80967618,14.54423342,14.69114487,14.69114487,14.10349907,13.36894183,12.19365024,10.72453575,9.25542127,1
28,4.86861382,4.57795030,4.35995267,4.28728679,4.28728679,4.35995267,5.37727496,6.24926549,6.90325839,6.97592427,6.97592427,6.90325839,6.90325839,6.90325839,6.75792664,6.83059252,7.19392191,7.26658778,7.26658778,6.97592427,6.61259488,6.03126786,5.30460908,4.57795030,1
29,17.99270323,16.91851199,16.11286856,15.84432075,15.84432075,16.11286856,19.87253790,23.09511161,25.51204189,25.78058970,25.78058970,25.51204189,25.51204189,25.51204189,24.97494627,25.24349408,26.58623313,26.85478094,26.85478094,25.78058970,24.43785066,22.28946818,19.60399009,16.91851199,1
30,3.81021951,3.58274372,3.41213687,3.35526792,3.35526792,3.41213687,4.20830214,4.89072952,5.40255005,5.45941900,5.45941900,5.40255005,5.40255005,5.40255005,5.28881215,5.34568110,5.63002584,5.68689479,5.68689479,5.45941900,5.17507426,4.72012267,4.15143319,3.58274372,1
31,6.13868698,5.77219821,5.49733163,5.40570943,5.40570943,5.49733163,6.78004234,7.87950867,8.70410841,8.79573060,8.79573060,8.70410841,8.70410841,8.70410841,8.52086402,8.61248622,9.07059719,9.16221938,9.16221938,8.79573060,8.33761964,7.60464209,6.68842015,5.77219821,1
32,1.69343089,1.59233054,1.51650528,1.49123019,1.49123019,1.51650528,1.87035651,2.17365756,2.40113335,2.42640844,2.42640844,2.40113335,2.40113335,2.40113335,2.35058318,2.37585827,2.50223371,2.52750879,2.52750879,2.42640844,2.30003300,2.09783230,1.84508142,1.59233054,1
33,4.02189837,3.78178503,3.60170003,3.54167170,3.54167170,3.60170003,4.44209671,5.16243671,5.70269172,5.76272005,5.76272005,5.70269172,5.70269172,5.70269172,5.58263505,5.64266338,5.94280505,6.00283339,6.00283339,5.76272005,5.46257838,4.98235171,4.38206837,3.78178503,1
34,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
