Unit,Min Power (MW),Max Power (MW),Ramp-Down Limit (MW),Ramp-Up Limit (MW),Shutdown Ramp Limit (MW),Startup Ramp Limit (MW),Initial State,Bus,Always On,Minimum Uptime (h),Minimum Downtime (h),Price Min Power ($),Price Segment 1 ($/MW),Price Segment 2 ($/MW),Price Segment 3 ($/MW),Offer Segment 1 (MW),Offer Segment 2 (MW),Offer Segment 3 (MW),Startup Cost ($)
1,44.00,45.00,31.50,31.50,31.50,31.50,1,1229,0,4,4,2989.93,31.96,38.29,42.59,0.33,0.33,0.33,1400.00
2,44.00,45.00,31.50,31.50,31.50,31.50,1,1229,0,4,4,3290.74,23.76,25.98,30.49,0.33,0.33,0.33,8100.00
3,4.40,22.00,15.40,15.40,15.40,15.40,1,1313,0,1,1,285.14,38.94,43.67,53.96,5.87,5.87,5.87,0.00
4,5.00,25.00,17.50,17.50,17.50,17.50,1,89,0,1,1,322.21,34.54,37.68,41.17,6.67,6.67,6.67,0.00
5,5.20,26.00,18.20,18.20,18.20,18.20,1,1201,0,4,4,466.22,60.13,66.34,76.30,6.93,6.93,6.93,1900.00
6,5.20,26.00,18.20,18.20,18.20,18.20,1,1201,0,4,4,436.46,34.56,37.41,40.96,6.93,6.93,6.93,1400.00
7,4.68,23.40,16.38,16.38,16.38,16.38,1,122,0,1,1,331.95,33.46,37.92,43.04,6.24,6.24,6.24,1300.00
8,4.00,20.00,14.00,14.00,14.00,14.00,1,880,0,1,1,291.27,35.04,38.41,45.14,5.33,5.33,5.33,1100.00
9,2.40,12.00,8.40,8.40,8.40,8.40,1,794,0,1,1,186.46,39.24,43.60,50.14,3.20,3.20,3.20,0.00
10,2.80,14.00,9.80,9.80,9.80,9.80,1,794,0,1,1,230.90,52.09,58.53,65.34,3.73,3.73,3.73,0.00
11,2.40,12.00,8.40,8.40,8.40,8.40,1,794,0,2,2,192.17,50.53,56.26,65.54,3.20,3.20,3.20,0.00
12,6.00,30.00,21.00,21.00,21.00,21.00,1,1294,0,4,4,342.23,19.23,21.32,26.08,8.00,8.00,8.00,1100.00
13,2.20,11.00,7.70,7.70,7.70,7.70,0,386,0,4,4,160.05,41.78,45.95,52.14,2.93,2.93,2.93,0.00
14,2.20,11.00,7.70,7.70,7.70,7.70,0,386,0,2,2,159.04,23.20,26.34,28.98,2.93,2.93,2.93,0.00
15,7.00,35.00,24.50,24.50,24.50,24.50,1,947,0,2,2,584.70,45.00,50.14,58.14,9.33,9.33,9.33,0.00
16,11.08,55.40,38.78,38.78,38.78,38.78,1,831,0,1,1,873.82,26.17,29.09,31.00,14.77,14.77,14.77,2800.00
17,8.40,42.00,29.40,29.40,29.40,29.40,1,893,0,1,1,419.86,41.64,46.01,51.86,11.20,11.20,11.20,0.00
18,8.40,42.00,29.40,29.40,29.40,29.40,1,893,0,1,1,556.77,27.35,29.64,34.89,11.20,11.20,11.20,2000.00
19,17.40,87.00,60.90,60.90,60.90,60.90,1,1216,0,1,1,1508.41,37.16,40.35,44.01,23.20,23.20,23.20,7000.00
20,1.66,8.30,5.81,5.81,5.81,5.81,1,164,0,2,2,108.92,36.27,42.78,48.31,2.21,2.21,2.21,0.00
21,0.00,4.00,2.80,2.80,2.80,2.80,1,436,0,2,2,0.00,52.45,58.95,71.26,1.33,1.33,1.33,0.00
