Unit,Min Power (MW),Max Power (MW),Ramp-Down Limit (MW),Ramp-Up Limit (MW),Shutdown Ramp Limit (MW),Startup Ramp Limit (MW),Initial State,Bus,Always On,Minimum Uptime (h),Minimum Downtime (h),Price Min Power ($),Price Segment 1 ($/MW),Price Segment 2 ($/MW),Price Segment 3 ($/MW),Offer Segment 1 (MW),Offer Segment 2 (MW),Offer Segment 3 (MW),Startup Cost ($)
1,0,151.00,105.70,105.70,105.70,105.70,1,60,0,2,2,0.00,32.43,35.73,38.29,50.33,50.33,50.33,0.00
2,0,1586.00,1110.20,1110.20,1110.20,1110.20,1,67,0,4,4,0.00,47.18,52.19,58.55,528.67,528.67,528.67,0.00
3,0,350.20,245.14,245.14,245.14,245.14,1,79,0,4,4,0.00,36.96,40.65,46.68,116.73,116.73,116.73,0.00
4,0,147.00,102.90,102.90,102.90,102.90,1,80,0,1,1,0.00,23.22,26.13,28.84,49.00,49.00,49.00,0.00
5,0,170.00,119.00,119.00,119.00,119.00,1,82,0,1,1,0.00,44.27,50.17,56.48,56.67,56.67,56.67,0.00
6,0,773.00,541.10,541.10,541.10,541.10,1,89,0,2,2,0.00,24.36,26.24,30.13,257.67,257.67,257.67,0.00
7,0,122.00,85.40,85.40,85.40,85.40,1,90,0,1,1,0.00,36.33,38.56,46.46,40.67,40.67,40.67,0.00
8,0,164.00,114.80,114.80,114.80,114.80,1,91,0,4,4,0.00,50.46,55.53,66.58,54.67,54.67,54.67,0.00
9,0,800.00,560.00,560.00,560.00,560.00,1,93,0,4,4,0.00,52.20,58.41,65.45,266.67,266.67,266.67,0.00
10,0,400.00,280.00,280.00,280.00,280.00,1,94,0,4,4,0.00,37.52,40.65,49.96,133.33,133.33,133.33,0.00
11,0,231.00,161.70,161.70,161.70,161.70,1,95,0,4,4,0.00,35.84,40.20,45.17,77.00,77.00,77.00,0.00
12,0,160.00,112.00,112.00,112.00,112.00,1,96,0,2,2,0.00,38.83,42.70,50.08,53.33,53.33,53.33,0.00
13,0,240.00,168.00,168.00,168.00,168.00,1,97,0,1,1,0.00,21.55,23.73,28.39,80.00,80.00,80.00,0.00
14,0,526.00,368.20,368.20,368.20,368.20,1,98,0,2,2,0.00,60.69,67.78,72.63,175.33,175.33,175.33,0.00
15,0,300.00,210.00,210.00,210.00,210.00,1,99,0,4,4,0.00,32.23,36.14,39.71,100.00,100.00,100.00,0.00
16,0,270.00,189.00,189.00,189.00,189.00,1,100,0,4,4,0.00,54.40,58.54,66.14,90.00,90.00,90.00,0.00
17,0,410.90,287.63,287.63,287.63,287.63,1,101,0,1,1,0.00,38.89,42.76,49.65,136.97,136.97,136.97,0.00
18,0,2140.00,1498.00,1498.00,1498.00,1498.00,1,102,0,4,4,0.00,52.27,54.49,62.14,713.33,713.33,713.33,0.00
19,0,235.00,164.50,164.50,164.50,164.50,1,103,0,2,2,0.00,59.21,64.17,75.94,78.33,78.33,78.33,0.00
20,0,2100.00,1470.00,1470.00,1470.00,1470.00,1,104,0,1,1,0.00,47.46,50.76,54.19,700.00,700.00,700.00,0.00
21,0,1720.00,1204.00,1204.00,1204.00,1204.00,1,105,0,2,2,0.00,62.25,66.40,68.88,573.33,573.33,573.33,0.00
22,0,1180.00,826.00,826.00,826.00,826.00,1,106,0,2,2,0.00,33.21,37.42,40.85,393.33,393.33,393.33,0.00
