Bus,Demand 1 (MW),Demand 2 (MW),Demand 3 (MW),Demand 4 (MW),Demand 5 (MW),Demand 6 (MW),Demand 7 (MW),Demand 8 (MW),Demand 9 (MW),Demand 10 (MW),Demand 11 (MW),Demand 12 (MW),Demand 13 (MW),Demand 14 (MW),Demand 15 (MW),Demand 16 (MW),Demand 17 (MW),Demand 18 (MW),Demand 19 (MW),Demand 20 (MW),Demand 21 (MW),Demand 22 (MW),Demand 23 (MW),Demand 24 (MW),Zone
1,5.96,5.60,5.33,5.24,5.24,5.33,6.58,7.64,8.44,8.53,8.53,8.44,8.44,8.44,8.27,8.36,8.80,8.89,8.89,8.53,8.09,7.38,6.49,5.60,1
2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
3,146.32,137.59,131.04,128.85,128.85,131.04,161.61,187.82,207.47,209.66,209.66,207.47,207.47,207.47,203.11,205.29,216.21,218.39,218.39,209.66,198.74,181.27,159.43,137.59,1
4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
5,33.68,31.67,30.16,29.66,29.66,30.16,37.20,43.23,47.76,48.26,48.26,47.76,47.76,47.76,46.75,47.25,49.77,50.27,50.27,48.26,45.74,41.72,36.70,31.67,1
6,41.28,38.81,36.97,36.35,36.35,36.97,45.59,52.98,58.53,59.15,59.15,58.53,58.53,58.53,57.30,57.91,60.99,61.61,61.61,59.15,56.06,51.14,44.98,38.81,1
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
10,152.79,143.67,136.83,134.55,134.55,136.83,168.76,196.12,216.65,218.93,218.93,216.65,216.65,216.65,212.08,214.37,225.77,228.05,228.05,218.93,207.52,189.28,166.47,143.67,1
11,26.29,24.72,23.54,23.15,23.15,23.54,29.03,33.74,37.27,37.66,37.66,37.27,37.27,37.27,36.49,36.88,38.84,39.23,39.23,37.66,35.70,32.56,28.64,24.72,1
12,40.15,37.75,35.95,35.36,35.36,35.95,44.34,51.53,56.93,57.53,57.53,56.93,56.93,56.93,55.73,56.33,59.32,59.92,59.92,57.53,54.53,49.74,43.74,37.75,1
