Line,Source,Target,Reactance,Flow Limit (MW),Vulnerable?,Zone
1,4644,1,0.01048200,99999,0,2
2,5243,1,0.02567900,99999,0,2
3,1682,2,0.01061500,99999,0,1
4,1673,3,0.30939800,99999,1,2
5,2302,3,0.13328300,99999,1,2
6,694,4,0.10913600,99999,1,2
7,3940,4,0.12691400,99999,1,2
8,5043,4,0.09740700,99999,1,2
9,4414,5,0.11363100,99999,0,1
10,2780,6,0.02091200,99999,0,1
11,2781,7,0.03209900,99999,0,1
12,2468,8,0.01746200,540,0,2
13,471,9,0.14258000,99999,0,2
14,11,10,0.00123500,99999,0,2
15,11,10,0.00123500,99999,0,2
16,30,11,0.10098800,99999,1,2
17,2930,11,0.09617300,99999,1,2
18,2180,12,0.06072100,99999,1,2
19,4018,12,0.12113900,99999,1,2
20,4020,12,0.00044200,99999,0,2
21,115,13,0.00012500,737,0,1
22,2336,13,0.00187700,2487,1,1
23,4574,13,0.00323400,1841,1,1
24,116,13,0.00012500,737,0,1
25,1224,14,0.13419800,99999,1,2
26,2875,14,0.05234600,99999,1,2
27,4592,14,0.04543200,99999,1,2
28,4950,14,0.15422200,99999,1,2
29,5229,14,0.11098800,99999,1,2
30,2875,14,0.05259300,99999,1,2
31,4592,14,0.04493800,99999,1,2
32,2907,15,0.10052900,99999,1,1
33,4126,15,0.21138800,99999,1,1
34,4454,15,0.26757400,99999,1,1
35,251,16,0.19148400,99999,1,1
36,339,16,0.28495800,99999,1,1
37,5835,17,0.06111100,99999,0,1
38,3728,18,0.01975300,99999,0,2
39,5091,19,0.00050400,99999,0,1
40,3728,20,0.00444400,99999,0,2
41,1353,21,0.09901200,99999,1,1
42,1598,21,0.08913600,99999,1,1
43,1842,22,0.35147400,99999,1,2
44,5020,22,0.21045600,99999,1,2
45,1156,23,0.11715800,99999,1,2
46,2705,23,0.12093700,99999,1,2
47,3425,23,0.06248400,99999,0,2
48,144,24,0.16716000,99999,1,2
49,1281,24,0.12848100,99999,1,2
50,491,25,0.02963000,99999,1,2
51,2092,25,0.04463000,99999,1,2
52,611,26,0.14580200,99999,1,1
53,1865,26,0.00975300,99999,0,1
54,2604,26,0.13370400,99999,1,1
55,2923,26,0.12654300,99999,0,1
56,3339,26,0.12592600,99999,1,1
57,4629,26,0.13675300,99999,1,1
58,2923,26,0.12098800,99999,0,1
59,534,27,0.04106700,446,1,1
60,2349,27,0.00436900,558,1,1
61,2686,28,0.13192200,99999,1,2
62,3893,28,0.14900500,99999,1,2
63,2888,29,0.13756600,99999,1,1
64,3321,29,0.08893900,99999,1,1
65,3321,29,0.08009600,99999,1,1
66,144,30,0.18777800,99999,1,2
67,1553,30,0.13370400,99999,1,2
68,4836,30,0.10604900,99999,1,2
69,150,31,0.03875000,99999,0,2
70,3162,31,0.00031300,99999,0,2
71,3693,31,0.09423000,99999,1,2
72,4740,31,0.02821900,99999,1,2
73,150,31,0.03754100,99999,0,2
74,3730,32,0.03408900,99999,1,2
75,368,34,0.00201500,288,1,2
76,1016,33,0.03399500,289,1,2
77,1157,33,0.01983200,255,1,2
78,2582,34,0.03506000,288,1,2
79,2706,34,0.03286900,255,1,2
80,4745,33,0.00873100,99999,0,2
81,4853,34,0.00312100,99999,1,2
82,5670,33,0.01613800,288,1,2
83,370,35,0.00090700,1034,0,2
84,1108,35,0.00672600,1786,1,2
85,2149,35,0.00801200,2462,1,2
86,3135,35,0.00918000,1644,1,2
87,369,36,0.00074100,1095,0,2
88,2149,35,0.00801900,2462,1,2
89,2149,36,0.01312300,1433,1,2
90,5228,37,0.12068500,99999,1,1
91,5514,37,0.08440400,99999,1,1
92,724,38,0.00655100,99999,0,2
93,1228,39,0.04222200,99999,0,1
94,5809,39,0.06308600,99999,0,1
95,1228,39,0.04222200,99999,0,1
96,2250,40,0.14259300,99999,1,2
97,4592,40,0.10901200,99999,1,2
98,431,41,0.00067200,331,0,2
99,3954,41,0.00008900,268,0,2
100,1482,42,0.02006300,99999,1,2
101,2766,42,0.00881800,99999,1,2
102,2725,43,0.00629600,99999,0,2
103,3488,44,0.13701200,99999,1,1
104,4324,44,0.19450700,99999,1,1
105,5094,45,0.00074100,99999,0,1
106,1084,46,0.13403900,99999,1,1
107,2193,46,0.09095500,99999,1,1
108,3305,46,0.12344200,99999,0,1
109,1084,47,0.11816600,99999,0,1
110,5362,48,0.05703700,99999,0,2
111,1222,49,0.18090200,99999,1,1
112,2344,49,0.18191000,99999,1,1
113,471,50,0.10453500,99999,0,2
114,1676,50,0.17142900,99999,0,2
115,3554,50,0.07155400,99999,0,2
116,4626,50,0.03023400,99999,1,2
117,3554,50,0.07064800,99999,0,2
118,4626,50,0.03010800,99999,1,2
119,1195,51,0.02862200,455,1,2
120,1196,51,0.02858300,455,1,2
121,166,52,0.03271600,99999,1,1
122,5488,52,0.03604900,99999,1,1
123,3349,53,0.02166800,99999,0,2
124,2770,54,0.04765400,99999,0,1
125,375,55,0.00051400,99999,0,2
126,2695,56,0.00215300,452,1,2
127,3427,56,0.00086900,481,1,2
