Bus,Demand 1 (MW),Demand 2 (MW),Demand 3 (MW),Demand 4 (MW),Demand 5 (MW),Demand 6 (MW),Demand 7 (MW),Demand 8 (MW),Demand 9 (MW),Demand 10 (MW),Demand 11 (MW),Demand 12 (MW),Demand 13 (MW),Demand 14 (MW),Demand 15 (MW),Demand 16 (MW),Demand 17 (MW),Demand 18 (MW),Demand 19 (MW),Demand 20 (MW),Demand 21 (MW),Demand 22 (MW),Demand 23 (MW),Demand 24 (MW),Zone
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
3,14.29,13.43,12.79,12.58,12.58,12.79,15.78,18.34,20.26,20.47,20.47,20.26,20.26,20.26,19.83,20.04,21.11,21.32,21.32,20.47,19.40,17.70,15.57,13.43,1
4,51.09,48.04,45.75,44.99,44.99,45.75,56.43,65.58,72.44,73.20,73.20,72.44,72.44,72.44,70.92,71.68,75.49,76.25,76.25,73.20,69.39,63.29,55.67,48.04,1
5,13.72,12.90,12.28,12.08,12.08,12.28,15.15,17.61,19.45,19.65,19.65,19.45,19.45,19.45,19.04,19.24,20.27,20.47,20.47,19.65,18.63,16.99,14.94,12.90,1
6,14.86,13.97,13.31,13.08,13.08,13.31,16.41,19.07,21.07,21.29,21.29,21.07,21.07,21.07,20.62,20.85,21.96,22.18,22.18,21.29,20.18,18.41,16.19,13.97,1
7,1.37,1.29,1.23,1.21,1.21,1.23,1.51,1.76,1.94,1.97,1.97,1.94,1.94,1.94,1.90,1.92,2.03,2.05,2.05,1.97,1.86,1.70,1.49,1.29,1
8,29.49,27.73,26.41,25.97,25.97,26.41,32.57,37.85,41.81,42.25,42.25,41.81,41.81,41.81,40.93,41.37,43.57,44.01,44.01,42.25,40.05,36.53,32.13,27.73,1
9,14.74,13.86,13.20,12.98,12.98,13.20,16.28,18.93,20.91,21.13,21.13,20.91,20.91,20.91,20.47,20.69,21.79,22.01,22.01,21.13,20.03,18.27,16.06,13.86,1
10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
11,32.92,30.95,29.48,28.99,28.99,29.48,36.36,42.25,46.67,47.17,47.17,46.67,46.67,46.67,45.69,46.18,48.64,49.13,49.13,47.17,44.71,40.78,35.87,30.95,1
12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
14,58.86,55.35,52.71,51.83,51.83,52.71,65.01,75.56,83.46,84.34,84.34,83.46,83.46,83.46,81.71,82.58,86.98,87.86,87.86,84.34,79.95,72.92,64.13,55.35,1
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
16,15.77,14.83,14.13,13.89,13.89,14.13,17.42,20.25,22.36,22.60,22.60,22.36,22.36,22.36,21.89,22.13,23.31,23.54,23.54,22.60,21.42,19.54,17.19,14.83,1
17,14.97,14.08,13.41,13.19,13.19,13.41,16.54,19.22,21.23,21.45,21.45,21.23,21.23,21.23,20.78,21.01,22.12,22.35,22.35,21.45,20.34,18.55,16.31,14.08,1
18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
19,1.14,1.07,1.02,1.01,1.01,1.02,1.26,1.47,1.62,1.64,1.64,1.62,1.62,1.62,1.59,1.60,1.69,1.71,1.71,1.64,1.55,1.42,1.25,1.07,1
20,1.03,0.97,0.92,0.91,0.91,0.92,1.14,1.32,1.46,1.47,1.47,1.46,1.46,1.46,1.43,1.44,1.52,1.54,1.54,1.47,1.40,1.27,1.12,0.97,1
21,9.49,8.92,8.50,8.35,8.35,8.50,10.48,12.18,13.45,13.59,13.59,13.45,13.45,13.45,13.17,13.31,14.02,14.16,14.16,13.59,12.88,11.75,10.34,8.92,1
22,20.57,19.35,18.42,18.12,18.12,18.42,22.72,26.41,29.17,29.48,29.48,29.17,29.17,29.17,28.56,28.86,30.40,30.71,30.71,29.48,27.94,25.49,22.42,19.35,1
23,21.95,20.63,19.65,19.32,19.32,19.65,24.24,28.17,31.12,31.44,31.44,31.12,31.12,31.12,30.46,30.79,32.43,32.75,32.75,31.44,29.81,27.19,23.91,20.63,1
24,18.40,17.30,16.48,16.20,16.20,16.48,20.32,23.62,26.09,26.37,26.37,26.09,26.09,26.09,25.54,25.82,27.19,27.47,27.47,26.37,24.99,22.80,20.05,17.30,1
25,68.46,64.38,61.31,60.29,60.29,61.31,75.62,87.88,97.08,98.10,98.10,97.08,97.08,97.08,95.03,96.05,101.16,102.19,102.19,98.10,92.99,84.81,74.60,64.38,1
26,40.12,37.72,35.93,35.33,35.33,35.93,44.31,51.50,56.88,57.48,57.48,56.88,56.88,56.88,55.69,56.29,59.28,59.88,59.88,57.48,54.49,49.70,43.71,37.72,1
27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
28,0.80,0.75,0.72,0.70,0.70,0.72,0.88,1.03,1.13,1.15,1.15,1.13,1.13,1.13,1.11,1.12,1.18,1.19,1.19,1.15,1.09,0.99,0.87,0.75,1
29,68.69,64.59,61.52,60.49,60.49,61.52,75.87,88.17,97.40,98.43,98.43,97.40,97.40,97.40,95.35,96.37,101.50,102.53,102.53,98.43,93.30,85.10,74.84,64.59,1
30,38.29,36.00,34.29,33.72,33.72,34.29,42.29,49.15,54.29,54.86,54.86,54.29,54.29,54.29,53.15,53.72,56.58,57.15,57.15,54.86,52.01,47.43,41.72,36.00,1
