Bus,Demand 1 (MW),Demand 2 (MW),Demand 3 (MW),Demand 4 (MW),Demand 5 (MW),Demand 6 (MW),Demand 7 (MW),Demand 8 (MW),Demand 9 (MW),Demand 10 (MW),Demand 11 (MW),Demand 12 (MW),Demand 13 (MW),Demand 14 (MW),Demand 15 (MW),Demand 16 (MW),Demand 17 (MW),Demand 18 (MW),Demand 19 (MW),Demand 20 (MW),Demand 21 (MW),Demand 22 (MW),Demand 23 (MW),Demand 24 (MW),Zone
1,86.45115789,81.28989474,77.41894737,76.12863158,76.12863158,77.41894737,95.48336842,110.96715789,122.58000000,123.87031579,123.87031579,122.58000000,122.58000000,122.58000000,119.99936842,121.28968421,127.74126316,129.03157895,129.03157895,123.87031579,117.41873684,107.09621053,94.19305263,81.28989474,1
2,77.64594737,73.01036842,69.53368421,68.37478947,68.37478947,69.53368421,85.75821053,99.66494737,110.09500000,111.25389474,111.25389474,110.09500000,110.09500000,110.09500000,107.77721053,108.93610526,114.73057895,115.88947368,115.88947368,111.25389474,105.45942105,96.18826316,84.59931579,73.01036842,1
3,144.08526316,135.48315789,129.03157895,126.88105263,126.88105263,129.03157895,159.13894737,184.94526316,204.30000000,206.45052632,206.45052632,204.30000000,204.30000000,204.30000000,199.99894737,202.14947368,212.90210526,215.05263158,215.05263158,206.45052632,195.69789474,178.49368421,156.98842105,135.48315789,1
4,59.23505263,55.69863158,53.04631579,52.16221053,52.16221053,53.04631579,65.42378947,76.03305263,83.99000000,84.87410526,84.87410526,83.99000000,83.99000000,83.99000000,82.22178947,83.10589474,87.52642105,88.41052632,88.41052632,84.87410526,80.45357895,73.38073684,64.53968421,55.69863158,1
5,56.83363158,53.44057895,50.89578947,50.04752632,50.04752632,50.89578947,62.77147368,72.95063158,80.58500000,81.43326316,81.43326316,80.58500000,80.58500000,80.58500000,78.88847368,79.73673684,83.97805263,84.82631579,84.82631579,81.43326316,77.19194737,70.40584211,61.92321053,53.44057895,1
6,108.86442105,102.36505263,97.49052632,95.86568421,95.86568421,97.49052632,120.23831579,139.73642105,154.36000000,155.98484211,155.98484211,154.36000000,154.36000000,154.36000000,151.11031579,152.73515789,160.85936842,162.48421053,162.48421053,155.98484211,147.86063158,134.86189474,118.61347368,102.36505263,1
7,100.05921053,94.08552632,89.60526316,88.11184211,88.11184211,89.60526316,110.51315789,128.43421053,141.87500000,143.36842105,143.36842105,141.87500000,141.87500000,141.87500000,138.88815789,140.38157895,147.84868421,149.34210526,149.34210526,143.36842105,135.90131579,123.95394737,109.01973684,94.08552632,1
8,136.88100000,128.70900000,122.58000000,120.53700000,120.53700000,122.58000000,151.18200000,175.69800000,194.08500000,196.12800000,196.12800000,194.08500000,194.08500000,194.08500000,189.99900000,192.04200000,202.25700000,204.30000000,204.30000000,196.12800000,185.91300000,169.56900000,149.13900000,128.70900000,1
9,140.08289474,131.71973684,125.44736842,123.35657895,123.35657895,125.44736842,154.71842105,179.80789474,198.62500000,200.71578947,200.71578947,198.62500000,198.62500000,198.62500000,194.44342105,196.53421053,206.98815789,209.07894737,209.07894737,200.71578947,190.26184211,173.53552632,152.62763158,131.71973684,1
10,156.09236842,146.77342105,139.78421053,137.45447368,137.45447368,139.78421053,172.40052632,200.35736842,221.32500000,223.65473684,223.65473684,221.32500000,221.32500000,221.32500000,216.66552632,218.99526316,230.64394737,232.97368421,232.97368421,223.65473684,212.00605263,193.36815789,170.07078947,146.77342105,1
11,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
12,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
13,212.12552632,199.46131579,189.96315789,186.79710526,186.79710526,189.96315789,234.28789474,272.28052632,300.77500000,303.94105263,303.94105263,300.77500000,300.77500000,300.77500000,294.44289474,297.60894737,313.43921053,316.60526316,316.60526316,303.94105263,288.11078947,262.78236842,231.12184211,199.46131579,1
14,155.29189474,146.02073684,139.06736842,136.74957895,136.74957895,139.06736842,171.51642105,199.32989474,220.19000000,222.50778947,222.50778947,220.19000000,220.19000000,220.19000000,215.55442105,217.87221053,229.46115789,231.77894737,231.77894737,222.50778947,210.91884211,192.37652632,169.19863158,146.02073684,1
15,253.75015789,238.60089474,227.23894737,223.45163158,223.45163158,227.23894737,280.26136842,325.70915789,359.79500000,363.58231579,363.58231579,359.79500000,359.79500000,359.79500000,352.22036842,356.00768421,374.94426316,378.73157895,378.73157895,363.58231579,344.64573684,314.34721053,276.47405263,238.60089474,1
16,80.04736842,75.26842105,71.68421053,70.48947368,70.48947368,71.68421053,88.41052632,102.74736842,113.50000000,114.69473684,114.69473684,113.50000000,113.50000000,113.50000000,111.11052632,112.30526316,118.27894737,119.47368421,119.47368421,114.69473684,108.72105263,99.16315789,87.21578947,75.26842105,1
17,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
18,266.55773684,250.64384211,238.70842105,234.72994737,234.72994737,238.70842105,294.40705263,342.14873684,377.95500000,381.93347368,381.93347368,377.95500000,377.95500000,377.95500000,369.99805263,373.97652632,393.86889474,397.84736842,397.84736842,381.93347368,362.04110526,330.21331579,290.42857895,250.64384211,1
19,144.88573684,136.23584211,129.74842105,127.58594737,127.58594737,129.74842105,160.02305263,185.97273684,205.43500000,207.59747368,207.59747368,205.43500000,205.43500000,205.43500000,201.11005263,203.27252632,214.08489474,216.24736842,216.24736842,207.59747368,196.78510526,179.48531579,157.86057895,136.23584211,1
20,102.46063158,96.34357895,91.75578947,90.22652632,90.22652632,91.75578947,113.16547368,131.51663158,145.28000000,146.80926316,146.80926316,145.28000000,145.28000000,145.28000000,142.22147368,143.75073684,151.39705263,152.92631579,152.92631579,146.80926316,139.16294737,126.92884211,111.63621053,96.34357895,1
21,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
22,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
23,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
24,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
