Bus,Demand 1 (MW),Demand 2 (MW),Demand 3 (MW),Demand 4 (MW),Demand 5 (MW),Demand 6 (MW),Demand 7 (MW),Demand 8 (MW),Demand 9 (MW),Demand 10 (MW),Demand 11 (MW),Demand 12 (MW),Demand 13 (MW),Demand 14 (MW),Demand 15 (MW),Demand 16 (MW),Demand 17 (MW),Demand 18 (MW),Demand 19 (MW),Demand 20 (MW),Demand 21 (MW),Demand 22 (MW),Demand 23 (MW),Demand 24 (MW),Zone
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
3,14.16,13.31,12.68,12.47,12.47,12.68,15.64,18.17,20.08,20.29,20.29,20.08,20.08,20.08,19.65,19.86,20.92,21.13,21.13,20.29,19.23,17.54,15.43,13.31,1
4,53.17,50.00,47.62,46.83,46.83,47.62,58.73,68.25,75.40,76.19,76.19,75.40,75.40,75.40,73.81,74.60,78.57,79.36,79.36,76.19,72.22,65.87,57.94,50.00,1
5,11.89,11.18,10.65,10.47,10.47,10.65,13.13,15.26,16.86,17.03,17.03,16.86,16.86,16.86,16.50,16.68,17.57,17.74,17.74,17.03,16.15,14.73,12.95,11.18,1
6,14.05,13.21,12.58,12.37,12.37,12.58,15.52,18.03,19.92,20.13,20.13,19.92,19.92,19.92,19.50,19.71,20.76,20.97,20.97,20.13,19.08,17.41,15.31,13.21,1
7,1.30,1.22,1.16,1.14,1.14,1.16,1.43,1.66,1.84,1.86,1.86,1.84,1.84,1.84,1.80,1.82,1.92,1.94,1.94,1.86,1.76,1.61,1.41,1.22,1
8,26.59,25.00,23.81,23.41,23.41,23.81,29.36,34.13,37.70,38.10,38.10,37.70,37.70,37.70,36.90,37.30,39.29,39.68,39.68,38.10,36.11,32.94,28.97,25.00,1
9,16.10,15.14,14.42,14.18,14.18,14.42,17.79,20.67,22.83,23.07,23.07,22.83,22.83,22.83,22.35,22.59,23.79,24.04,24.04,23.07,21.87,19.95,17.55,15.14,1
10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
11,33.18,31.20,29.71,29.22,29.22,29.71,36.65,42.59,47.05,47.54,47.54,47.05,47.05,47.05,46.06,46.55,49.03,49.52,49.52,47.54,45.07,41.10,36.15,31.20,1
12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
14,56.96,53.56,51.01,50.16,50.16,51.01,62.91,73.11,80.76,81.61,81.61,80.76,80.76,80.76,79.06,79.91,84.16,85.01,85.01,81.61,77.36,70.56,62.06,53.56,1
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
16,13.51,12.70,12.10,11.90,11.90,12.10,14.92,17.34,19.16,19.36,19.36,19.16,19.16,19.16,18.75,18.95,19.96,20.16,20.16,19.36,18.35,16.74,14.72,12.70,1
17,11.78,11.08,10.55,10.37,10.37,10.55,13.01,15.12,16.70,16.88,16.88,16.70,16.70,16.70,16.35,16.53,17.41,17.58,17.58,16.88,16.00,14.59,12.84,11.08,1
18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
20,4.22,3.96,3.77,3.71,3.71,3.77,4.66,5.41,5.98,6.04,6.04,5.98,5.98,5.98,5.85,5.91,6.23,6.29,6.29,6.04,5.72,5.22,4.59,3.96,1
21,6.81,6.40,6.10,6.00,6.00,6.10,7.52,8.74,9.65,9.76,9.76,9.65,9.65,9.65,9.45,9.55,10.06,10.16,10.16,9.76,9.25,8.43,7.42,6.40,1
22,18.70,17.58,16.74,16.46,16.46,16.74,20.65,24.00,26.51,26.79,26.79,26.51,26.51,26.51,25.95,26.23,27.63,27.91,27.91,26.79,25.40,23.16,20.37,17.58,1
23,26.37,24.80,23.62,23.22,23.22,23.62,29.13,33.85,37.39,37.79,37.79,37.39,37.39,37.39,36.60,37.00,38.97,39.36,39.36,37.79,35.82,32.67,28.73,24.80,1
24,18.05,16.97,16.16,15.89,15.89,16.16,19.93,23.17,25.59,25.86,25.86,25.59,25.59,25.59,25.05,25.32,26.67,26.94,26.94,25.86,24.51,22.36,19.67,16.97,1
25,55.23,51.93,49.46,48.63,48.63,49.46,61.00,70.89,78.31,79.13,79.13,78.31,78.31,78.31,76.66,77.48,81.61,82.43,82.43,79.13,75.01,68.42,60.17,51.93,1
26,35.02,32.93,31.36,30.84,30.84,31.36,38.68,44.95,49.65,50.17,50.17,49.65,49.65,49.65,48.61,49.13,51.74,52.26,52.26,50.17,47.56,43.38,38.15,32.93,1
27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
29,81.06,76.22,72.59,71.38,71.38,72.59,89.53,104.05,114.93,116.14,116.14,114.93,114.93,114.93,112.51,113.72,119.77,120.98,120.98,116.14,110.09,100.42,88.32,76.22,1
30,40.64,38.21,36.39,35.79,35.79,36.39,44.88,52.16,57.62,58.23,58.23,57.62,57.62,57.62,56.41,57.01,60.05,60.65,60.65,58.23,55.19,50.34,44.28,38.21,1
