Bus,Demand 1 (MW),Demand 2 (MW),Demand 3 (MW),Demand 4 (MW),Demand 5 (MW),Demand 6 (MW),Demand 7 (MW),Demand 8 (MW),Demand 9 (MW),Demand 10 (MW),Demand 11 (MW),Demand 12 (MW),Demand 13 (MW),Demand 14 (MW),Demand 15 (MW),Demand 16 (MW),Demand 17 (MW),Demand 18 (MW),Demand 19 (MW),Demand 20 (MW),Demand 21 (MW),Demand 22 (MW),Demand 23 (MW),Demand 24 (MW),Zone
1,80.27936209,75.48656436,71.89196605,70.69376662,70.69376662,71.89196605,88.66675813,103.04515134,113.82894625,115.02714569,115.02714569,113.82894625,113.82894625,113.82894625,111.43254738,112.63074682,118.62174399,119.81994342,119.81994342,115.02714569,109.03614851,99.45055304,87.46855870,75.48656436,1
2,31.48210278,29.60257426,28.19292786,27.72304573,27.72304573,28.19292786,34.77127770,40.40986327,44.63880245,45.10868458,45.10868458,44.63880245,44.63880245,44.63880245,43.69903819,44.16892032,46.51833098,46.98821311,46.98821311,45.10868458,42.75927393,39.00021688,34.30139557,29.60257426,1
3,61.39010042,57.72501980,54.97620934,54.05993918,54.05993918,54.97620934,67.80399151,78.79923338,87.04566478,87.96193494,87.96193494,87.04566478,87.04566478,87.04566478,85.21312447,86.12939463,90.71074540,91.62701556,91.62701556,87.96193494,83.38058416,76.05042291,66.88772136,57.72501980,1
4,61.39010042,57.72501980,54.97620934,54.05993918,54.05993918,54.97620934,67.80399151,78.79923338,87.04566478,87.96193494,87.96193494,87.04566478,87.04566478,87.04566478,85.21312447,86.12939463,90.71074540,91.62701556,91.62701556,87.96193494,83.38058416,76.05042291,66.88772136,57.72501980,1
5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
6,81.85346723,76.96669307,73.30161245,72.07991891,72.07991891,73.30161245,90.40532202,105.06564451,116.06088637,117.28257992,117.28257992,116.06088637,116.06088637,116.06088637,113.61749929,114.83919283,120.94766054,122.16935408,122.16935408,117.28257992,111.17411221,101.40056388,89.18362848,76.96669307,1
7,29.90799764,28.12244554,26.78328147,26.33689345,26.33689345,26.78328147,33.03271381,38.38937011,42.40686233,42.85325035,42.85325035,42.40686233,42.40686233,42.40686233,41.51408628,41.96047430,44.19241443,44.63880245,44.63880245,42.85325035,40.62131023,37.05020603,32.58632579,28.12244554,1
8,44.07494389,41.44360396,39.47009901,38.81226403,38.81226403,39.47009901,48.67978878,56.57380858,62.49432343,63.15215842,63.15215842,62.49432343,62.49432343,62.49432343,61.17865347,61.83648845,65.12566337,65.78349835,65.78349835,63.15215842,59.86298350,54.60030363,48.02195380,41.44360396,1
9,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
10,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
